marker_value,marker_type,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
ensemble,word,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
ici,word,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
particulier,lemma,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771088,0.5325646511558555
ici,lemma,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771088,0.5325646511558555
père,word,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
aura,word,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
oublier,lemma,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
honneur,word,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,1.8423709931771086,0.5325646511558555
père,lemma,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.8423709931771086,0.5325646511558555
coupe,lemma,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
complètement,lemma,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
complètement,word,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
installer,lemma,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
vraie,lemma,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
vraie,word,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
près,word,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
anglais,lemma,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,1.8423709931771084,0.5325646511558554
réveiller,lemma,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
parle,lemma,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
général,word,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
porter,word,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
revenir,lemma,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
heure,word,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,1.8423709931771084,0.5325646511558554
agression,lemma,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,14.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,1.8423709931771084,0.5325646511558554
événement,word,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.8423709931771084,0.5325646511558554
quelques,word,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
mère,lemma,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
continuer,lemma,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
anglais,word,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,1.8423709931771084,0.5325646511558554
près,lemma,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,1.8423709931771084,0.5325646511558554
médaille,lemma,0.0,0.0,13.0,0.0,3.0,1.0,3.0,0.0,0.0,13.0,0.0,33.0,0.0,0.0,0.3939393939393939,0.0,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.0,0.0,0.3939393939393939,0.0,1.840721159479807,0.5320877422646916
envoyer,lemma,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.836591668108979,0.5308940515588019
star,word,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,1.836591668108979,0.5308940515588019
veux,word,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.836591668108979,0.5308940515588019
star,lemma,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,1.836591668108979,0.5308940515588019
jeux,word,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,1.836591668108979,0.5308940515588019
champion,lemma,0.0,0.0,8.0,0.0,1.0,1.0,3.0,0.0,0.0,10.0,0.0,23.0,0.0,0.0,0.34782608695652173,0.0,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.0,0.0,0.43478260869565216,0.0,1.8290328929684438,0.5287090755356272
victime,word,1.0,0.0,0.0,11.0,1.0,17.0,1.0,0.0,4.0,0.0,0.0,35.0,0.02857142857142857,0.0,0.0,0.3142857142857143,0.02857142857142857,0.4857142857142857,0.02857142857142857,0.0,0.11428571428571428,0.0,0.0,1.8281225567659367,0.5284459293593585
difficiles,word,5.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.3333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.8256051990169437,0.5277182497788659
eux,word,3.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,23.0,0.13043478260869565,0.0,0.08695652173913043,0.6086956521739131,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,1.8253942860148422,0.5276572822485452
peine,lemma,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36363636363636365,0.0,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.823067982273661,0.5269848296616381
devenir,word,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.0,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.0,1.823067982273661,0.5269848296616381
animal,lemma,4.0,1.0,0.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,25.0,0.16,0.04,0.0,0.48,0.0,0.28,0.04,0.0,0.0,0.0,0.0,1.8170148112524407,0.5252350708317165
va,word,18.0,0.0,2.0,6.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,31.0,0.5806451612903226,0.0,0.06451612903225806,0.1935483870967742,0.03225806451612903,0.0967741935483871,0.0,0.0,0.03225806451612903,0.0,0.0,1.8147346157916484,0.5245759465268718
honneur,lemma,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,8.0,0.125,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.375,0.0,1.811278124459133,0.523576796460169
manquer,lemma,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.375,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.0,0.0,1.811278124459133,0.523576796460169
filles,word,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.375,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,1.811278124459133,0.523576796460169
tu,lemma,39.0,3.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,62.0,0.6290322580645161,0.04838709677419355,0.04838709677419355,0.06451612903225806,0.14516129032258066,0.016129032258064516,0.0,0.0,0.0,0.04838709677419355,0.0,1.8102499546594735,0.5232795887356051
trouvé,word,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.7924812503605778,0.5181432813135509
lieu,lemma,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
commencer,lemma,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
emploi,lemma,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
lit,word,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
plutôt,word,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.7924812503605778,0.5181432813135509
voient,word,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
blague,word,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
répondre,lemma,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
passer,word,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
familles,word,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
plutôt,lemma,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.7924812503605778,0.5181432813135509
fous,word,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
vieux,lemma,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.7924812503605778,0.5181432813135509
salle,lemma,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7924812503605778,0.5181432813135509
laisser,lemma,11.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.6111111111111112,0.0,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,1.7916674843771045,0.5179080501908748
année,lemma,1.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.789929075309999,0.5174055372758225
exploit,lemma,0.0,0.0,5.0,0.0,4.0,0.0,14.0,0.0,0.0,5.0,0.0,28.0,0.0,0.0,0.17857142857142858,0.0,0.14285714285714285,0.0,0.5,0.0,0.0,0.17857142857142858,0.0,1.7887031414261725,0.5170511629106169
super,word,0.0,0.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.4,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,1.781937063546704,0.5150953277835351
super,lemma,0.0,0.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.4,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,1.781937063546704,0.5150953277835351
américain,lemma,13.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,0.6190476190476191,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.0,1.779907716207443,0.5145087148473729
victimes,word,11.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,33.0,0.3333333333333333,0.0,0.0,0.21212121212121213,0.0,0.3939393939393939,0.0,0.0,0.06060606060606061,0.0,0.0,1.77739567707822,0.5137825726927804
rue,lemma,12.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.5714285714285714,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,1.7723388509380995,0.5123208221228667
étaient,word,12.0,0.0,2.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.42857142857142855,0.0,0.07142857142857142,0.32142857142857145,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,1.7659793686264793,0.5104825194729865
dû,word,1.0,0.0,0.0,8.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,17.0,0.058823529411764705,0.0,0.0,0.47058823529411764,0.0,0.35294117647058826,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,1.7633584292311077,0.5097248980818737
remporter,lemma,0.0,0.0,31.0,0.0,6.0,2.0,4.0,0.0,0.0,20.0,0.0,63.0,0.0,0.0,0.49206349206349204,0.0,0.09523809523809523,0.031746031746031744,0.06349206349206349,0.0,0.0,0.31746031746031744,0.0,1.7625430580385304,0.5094892029497067
noir,word,5.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,1.7609640474436812,0.5090327665263525
arrêter,lemma,12.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.48,0.08,0.0,0.24,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.7582975702780197,0.50826198176758
voix,word,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.7527152789797045,0.5066483377029767
voix,lemma,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.7527152789797045,0.5066483377029767
peuple,lemma,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.7527152789797045,0.5066483377029767
disparaître,lemma,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.7527152789797045,0.5066483377029767
donner,lemma,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,1.7527152789797045,0.5066483377029767
exploit,word,0.0,0.0,4.0,0.0,3.0,0.0,12.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.17391304347826086,0.0,0.13043478260869565,0.0,0.5217391304347826,0.0,0.0,0.17391304347826086,0.0,1.750760325151911,0.5060832293142861
vers,lemma,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.125,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
riche,lemma,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
années,word,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.125,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
garçon,lemma,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
considérer,lemma,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,0.25,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
acteur,lemma,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.125,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,1.75,0.5058634460563037
poste,lemma,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
vers,word,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.125,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.75,0.5058634460563037
chien,word,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.5,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,1.75,0.5058634460563037
problème,word,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.5,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.125,0.0,0.0,1.75,0.5058634460563037
faisant,word,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.5,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
dur,lemma,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,16.0,0.25,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.125,0.0,0.0,1.75,0.5058634460563037
train,lemma,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,8.0,0.125,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.75,0.5058634460563037
médailles,word,0.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,0.0,11.0,0.0,28.0,0.0,0.0,0.39285714285714285,0.0,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,0.39285714285714285,0.0,1.7495952572594802,0.505746449166312
coups,word,3.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,0.2,0.0,0.0,0.4666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,1.7464657985040721,0.504841832714711
grandes,word,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.46153846153846156,0.0,0.3076923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.7381493331928664,0.5024378351139485
états-unis,word,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.46153846153846156,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.7381493331928661,0.5024378351139485
difficile,word,0.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.5882352941176471,0.0,0.0,0.17647058823529413,0.0,0.0,1.7360411676599221,0.5018284386103186
choqué,word,8.0,0.0,0.0,4.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.26666666666666666,0.0,0.0,0.13333333333333333,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.728282381065477,0.4995856463109578
olympiques,word,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.42857142857142855,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.35714285714285715,0.0,1.7273966735744795,0.49932961942890414
dormir,lemma,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.1,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,1.721928094887362,0.49774884568050687
animaux,word,4.0,1.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,0.05,0.0,0.45,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.719973094021975,0.49718372369490244
tué,word,6.0,0.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,0.2727272727272727,0.0,0.0,0.45454545454545453,0.045454545454545456,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,1.716763599199235,0.4962559716313989
