backend,lemma,n_surface_forms,surface_forms,total_count,dominant_surface,dominant_surface_share,dominant_emotion,dominant_emotion_share,emotion_entropy,n_forms_with_different_emotion
spacy,pd,1,pd,5,pd,1.0,Colère,0.6,1.371,0
spacy,mouvement,1,mouvement,5,mouvement,1.0,Colère,1.0,-0.0,0
spacy,moment,1,moment,5,moment,1.0,Joie,0.7143,0.8631,0
spacy,chien,1,chien,5,chien,1.0,Colère,0.4,1.5219,0
spacy,avis,1,avis,5,avis,1.0,Colère,1.0,-0.0,0
spacy,langue,1,langue,5,langue,1.0,Colère,0.4,1.5219,0
spacy,scandale,1,scandale,5,scandale,1.0,Colère,1.0,-0.0,0
spacy,pierre,1,pierre,5,pierre,1.0,Colère,1.0,-0.0,0
spacy,déçu,1,déçu,5,déçu,1.0,Tristesse,1.0,-0.0,0
spacy,perdu,1,perdu,5,perdu,1.0,Tristesse,0.8,0.7219,0
spacy,photo,1,photos,5,photos,1.0,Colère,0.6667,0.9183,0
spacy,partir,1,partir,5,partir,1.0,Tristesse,0.7143,1.1488,0
spacy,détruire,1,détruire,5,détruire,1.0,Peur,0.5,1.5,0
spacy,commun,1,commun,5,commun,1.0,Surprise,1.0,-0.0,0
spacy,opposer,2,"opposent, oppose",5,opposent,0.8,Colère,0.8333,0.65,0
spacy,olympique,1,olympiques,5,olympiques,1.0,Joie,0.5714,0.9852,0
spacy,attaque,1,attaques,5,attaques,1.0,Peur,0.7143,1.1488,0
spacy,moquerie,1,moqueries,5,moqueries,1.0,Embarras,0.8,0.7219,0
spacy,dénonce,1,dénonce,5,dénonce,1.0,Colère,1.0,-0.0,0
spacy,lutte,1,lutte,5,lutte,1.0,Colère,1.0,-0.0,0
spacy,défendre,1,défendre,5,défendre,1.0,Peur,0.8,0.7219,0
spacy,tas,1,tas,5,tas,1.0,Dégoût,0.4,1.9219,0
spacy,mariage,1,mariage,5,mariage,1.0,Joie,0.6,1.371,0
spacy,maltraité,1,maltraités,5,maltraités,1.0,Tristesse,0.6,1.371,0
spacy,chasser,1,chassés,5,chassés,1.0,Peur,0.5556,1.4355,0
spacy,exploser,1,explosé,5,explosé,1.0,Admiration,0.2,2.3219,0
spacy,embête,1,embête,5,embête,1.0,Tristesse,0.5,1.4591,0
spacy,bel,1,belle,5,belle,1.0,Joie,0.7143,1.1488,0
spacy,découverte,1,découverte,5,découverte,1.0,Surprise,1.0,-0.0,0
spacy,humeur,1,humeur,4,humeur,1.0,Colère,0.5,1.0,0
spacy,heure,1,heure,4,heure,1.0,Joie,0.4,1.5219,0
spacy,juif,1,juive,4,juive,1.0,Colère,0.5,1.75,0
spacy,tête,1,tête,4,tête,1.0,Peur,0.5,1.7925,1
spacy,émotion,1,émotion,4,émotion,1.0,Joie,0.5,1.5,0
spacy,élire,1,élue,4,élue,1.0,Fierté,0.5,1.0,0
spacy,place,1,place,4,place,1.0,Colère,0.6,1.371,0
spacy,applaudi,1,applaudi,4,applaudi,1.0,Admiration,0.5,1.0,0
spacy,pk,1,pk,4,pk,1.0,Colère,1.0,-0.0,0
spacy,importer,1,importe,4,importe,1.0,Colère,0.5,1.5,0
spacy,important,1,important,4,important,1.0,Fierté,0.4,1.9219,0
spacy,rejeter,1,rejetés,4,rejetés,1.0,Tristesse,0.625,1.2988,0
spacy,choc,1,choc,4,choc,1.0,Surprise,0.5,1.5,0
spacy,bouche,1,bouche,4,bouche,1.0,Admiration,0.25,2.0,0
spacy,devenir,1,devenir,4,devenir,1.0,Joie,0.3333,1.9183,0
spacy,gueule,1,gueule,4,gueule,1.0,Colère,0.8333,0.65,0
spacy,harcelé,1,harcelé,4,harcelé,1.0,Tristesse,0.75,0.8113,0
spacy,grogner,1,grogné,4,grogné,1.0,Colère,0.75,0.8113,0
spacy,humiliation,1,humiliations,4,humiliations,1.0,Embarras,0.75,0.8113,0
spacy,seul,1,seul,4,seul,1.0,Tristesse,0.5,1.7925,1
spacy,cauchemar,1,cauchemar,4,cauchemar,1.0,Peur,0.8,0.7219,0
spacy,cause,1,cause,4,cause,1.0,Joie,0.5,1.5,0
spacy,revendication,1,revendications,4,revendications,1.0,Colère,1.0,-0.0,0
spacy,reprochaient,1,reprochaient,4,reprochaient,1.0,Colère,1.0,-0.0,0
spacy,agréable,1,agréable,4,agréable,1.0,Joie,1.0,-0.0,0
spacy,frustrer,1,frustrant,4,frustrant,1.0,Tristesse,0.6667,0.9183,1
spacy,rigol,1,rigole,4,rigole,1.0,Joie,1.0,-0.0,0
spacy,carrémer,1,carrément,4,carrément,1.0,Colère,0.25,2.0,0
spacy,crise,1,crise,4,crise,1.0,Peur,0.5,1.5,0
spacy,espionner,1,espionner,4,espionner,1.0,Colère,0.4,1.5219,0
spacy,enthousiasme,1,enthousiasme,4,enthousiasme,1.0,Joie,1.0,-0.0,0
spacy,râler,1,râler,4,râler,1.0,Colère,1.0,-0.0,0
spacy,soeur,1,soeur,4,soeur,1.0,Colère,0.4,1.5219,1
spacy,soleil,1,soleil,4,soleil,1.0,Tristesse,0.5,1.5,0
spacy,angoisse,1,angoisse,4,angoisse,1.0,Peur,1.0,-0.0,0
spacy,regarder,1,regarde,4,regarde,1.0,Colère,0.6,1.371,0
spacy,inédit,1,inédite,4,inédite,1.0,Surprise,1.0,-0.0,0
spacy,idol,1,idole,4,idole,1.0,Admiration,1.0,-0.0,0
spacy,augmentation,1,augmentation,4,augmentation,1.0,Colère,0.75,0.8113,0
spacy,timidement,1,timidement,4,timidement,1.0,Embarras,0.5,1.0,0
spacy,manifeste,1,manifeste,4,manifeste,1.0,Colère,1.0,-0.0,0
spacy,ami,1,amis,4,amis,1.0,Joie,0.6667,0.9183,0
spacy,bah,1,bah,4,bah,1.0,Colère,1.0,-0.0,0
spacy,eh,1,eh,4,eh,1.0,Surprise,0.75,0.8113,0
spacy,embêtant,1,embêtant,4,embêtant,1.0,Tristesse,1.0,-0.0,0
spacy,lever,1,lève,4,lève,1.0,Colère,0.4,1.5219,0
spacy,loin,1,loin,4,loin,1.0,Colère,0.5,1.5,0
spacy,battu,1,battu,4,battu,1.0,Joie,0.4,1.9219,0
spacy,expulser,1,expulser,4,expulser,1.0,Colère,0.75,0.8113,0
spacy,manger,1,manger,4,manger,1.0,Tristesse,0.4286,1.8424,1
spacy,malgré,1,malgré,4,malgré,1.0,Tristesse,0.75,0.8113,0
spacy,longtemps,1,longtemps,4,longtemps,1.0,Fierté,0.25,2.0,0
spacy,suivie,1,suivie,4,suivie,1.0,Admiration,0.25,2.0,0
spacy,exceptionnelle,1,exceptionnelle,4,exceptionnelle,1.0,Surprise,0.75,0.8113,0
spacy,ete,1,etes,4,etes,1.0,Colère,1.0,-0.0,0
spacy,exclame,1,exclame,4,exclame,1.0,Joie,0.5,1.0,0
spacy,deuil,1,deuil,4,deuil,1.0,Tristesse,1.0,-0.0,0
spacy,deuxième,1,deuxième,4,deuxième,1.0,Fierté,0.5,1.0,0
spacy,décevoir,1,déçus,4,déçus,1.0,Tristesse,0.8333,0.65,0
spacy,dansé,1,dansé,4,dansé,1.0,Joie,0.75,0.8113,0
spacy,coupable,1,coupable,4,coupable,1.0,Culpabilité,0.75,0.8113,0
spacy,ravi,1,ravi,4,ravi,1.0,Joie,1.0,-0.0,0
spacy,exceptionnel,1,exceptionnel,4,exceptionnel,1.0,Surprise,0.6667,0.9183,1
spacy,croisière,1,croisière,4,croisière,1.0,Joie,0.75,0.8113,0
spacy,bille,1,billes,4,billes,1.0,Tristesse,0.5,1.5,0
spacy,tomber,1,tomber,4,tomber,1.0,Tristesse,0.75,0.8113,0
spacy,tombe,1,tombe,4,tombe,1.0,Embarras,0.25,2.0,0
spacy,aucun,1,aucune,4,aucune,1.0,Colère,0.4,1.5219,0
spacy,prison,1,prison,4,prison,1.0,Peur,0.75,0.8113,0
spacy,emprisonner,1,emprisonné,4,emprisonné,1.0,Peur,0.5,1.0,0
spacy,encourager,1,encourager,4,encourager,1.0,Joie,0.8333,0.65,0
spacy,rétorqu,1,rétorque,4,rétorque,1.0,Colère,0.5,1.0,0
spacy,dépression,1,dépression,4,dépression,1.0,Tristesse,1.0,-0.0,0
spacy,satisfaire,1,satisfaire,4,satisfaire,1.0,Joie,1.0,-0.0,0
spacy,sai,1,sais,4,sais,1.0,Colère,0.25,2.0,0
spacy,meme,1,meme,4,meme,1.0,Colère,0.75,0.8113,0
spacy,merd,1,merde,4,merde,1.0,Colère,0.5,1.0,0
spacy,mentir,1,mentir,4,mentir,1.0,Colère,1.0,-0.0,0
spacy,menaçante,1,menaçante,4,menaçante,1.0,Peur,1.0,-0.0,0
spacy,protest,1,proteste,4,proteste,1.0,Colère,0.75,0.8113,0
spacy,quel,2,"quel, quelle",4,quel,0.75,Joie,0.75,0.8113,0
spacy,nobel,1,nobel,4,nobel,1.0,Fierté,0.5,1.0,0
spacy,médaille,1,médaille,4,médaille,1.0,Fierté,0.5,1.0,0
spacy,polémique,1,polémique,4,polémique,1.0,Colère,1.0,-0.0,0
spacy,eau,1,eau,4,eau,1.0,Peur,0.5,1.0,0
spacy,étonnement,1,étonnement,4,étonnement,1.0,Surprise,1.0,-0.0,0
spacy,point,1,point,4,point,1.0,Colère,0.3333,1.585,1
spacy,négative,1,négatives,4,négatives,1.0,Embarras,0.5,1.0,0
spacy,disparu,1,disparu,4,disparu,1.0,Peur,0.3333,1.9183,0
spacy,condition,1,conditions,4,conditions,1.0,Colère,0.5,1.5,0
spacy,détruite,1,détruites,4,détruites,1.0,Peur,0.5,1.0,0
spacy,sécurité,1,sécurité,4,sécurité,1.0,Peur,1.0,-0.0,0
spacy,comment,1,comment,4,comment,1.0,Colère,0.25,2.0,0
spacy,détresse,1,détresse,4,détresse,1.0,Peur,1.0,-0.0,0
spacy,surtout,1,surtout,4,surtout,1.0,Colère,0.5,1.5,0
spacy,agressé,1,agressées,4,agressées,1.0,Peur,0.5,1.5,1
spacy,vexé,1,vexé,4,vexé,1.0,Embarras,0.5,1.0,0
spacy,énerv,1,énerve,4,énerve,1.0,Colère,1.0,-0.0,0
spacy,affrontement,1,affrontements,4,affrontements,1.0,Colère,1.0,-0.0,0
spacy,aide,1,aide,3,aide,1.0,Peur,0.6667,0.9183,0
spacy,alarme,1,alarme,3,alarme,1.0,Peur,0.6667,0.9183,0
spacy,alerte,1,alerte,3,alerte,1.0,Peur,1.0,-0.0,0
spacy,échec,1,échec,3,échec,1.0,Tristesse,0.6667,0.9183,0
spacy,ému,1,émue,3,émue,1.0,Joie,0.6667,0.9183,0
spacy,affaire,1,affaires,3,affaires,1.0,Colère,0.6667,0.9183,0
spacy,penser,1,pensé,3,pensé,1.0,Colère,0.3333,2.4194,1
spacy,persécution,1,persécutions,3,persécutions,1.0,Peur,0.6667,0.9183,0
spacy,paris,1,paris,3,paris,1.0,Joie,0.6667,0.9183,0
spacy,papa,1,papa,3,papa,1.0,Tristesse,0.6667,0.9183,0
spacy,partager,1,partager,3,partager,1.0,Colère,0.6667,0.9183,0
spacy,partout,1,partout,3,partout,1.0,Fierté,0.3333,1.585,0
spacy,nuage,1,nuage,3,nuage,1.0,Joie,0.6667,0.9183,0
spacy,party,1,party,3,party,1.0,Joie,1.0,-0.0,0
spacy,pauvreter,1,pauvreté,3,pauvreté,1.0,Colère,0.3333,1.585,1
spacy,pavé,1,pavé,3,pavé,1.0,Tristesse,0.6667,0.9183,0
spacy,original,1,originale,3,originale,1.0,Surprise,1.0,-0.0,0
spacy,offrir,1,offert,3,offert,1.0,Joie,1.0,-0.0,0
spacy,ose,1,ose,3,ose,1.0,Embarras,0.6667,0.9183,0
spacy,oser,1,osent,3,osent,1.0,Embarras,0.6667,0.9183,0
spacy,précipiter,1,précipite,3,précipite,1.0,Joie,0.6667,0.9183,0
spacy,ours,1,ours,3,ours,1.0,Peur,1.0,-0.0,0
spacy,paix,1,paix,3,paix,1.0,Colère,0.6667,0.9183,0
spacy,plaire,1,plaît,3,plaît,1.0,Joie,0.6,0.971,1
spacy,méfier,1,méfier,3,méfier,1.0,Peur,1.0,-0.0,0
spacy,pollution,1,pollution,3,pollution,1.0,Peur,0.6667,0.9183,0
spacy,nom,1,nom,3,nom,1.0,Colère,0.3333,1.585,0
spacy,national,1,national,3,national,1.0,Fierté,0.6667,0.9183,0
spacy,pur,1,pure,3,pure,1.0,Colère,0.6667,0.9183,0
spacy,préoccupation,1,préoccupations,3,préoccupations,1.0,Tristesse,0.75,0.8113,0
spacy,noël,1,noël,3,noël,1.0,Joie,1.0,-0.0,0
spacy,ntm,1,ntm,3,ntm,1.0,Colère,1.0,-0.0,0
spacy,putain,1,putain,3,putain,1.0,Colère,1.0,-0.0,0
spacy,quell,1,quelle,3,quelle,1.0,Admiration,0.3333,1.585,1
spacy,pénible,1,pénible,3,pénible,1.0,Tristesse,1.0,-0.0,0
spacy,pyjama,1,pyjama,3,pyjama,1.0,Joie,1.0,-0.0,0
spacy,redouter,1,redoutent,3,redoutent,1.0,Peur,1.0,-0.0,0
spacy,légend,1,légende,3,légende,1.0,Admiration,0.6667,0.9183,0
spacy,magique,1,magique,3,magique,1.0,Surprise,1.0,-0.0,0
spacy,minable,1,minable,3,minable,1.0,Culpabilité,0.3333,1.585,0
spacy,misère,1,misère,3,misère,1.0,Tristesse,1.0,-0.0,0
spacy,mobiliser,1,mobilisent,3,mobilisent,1.0,Colère,0.75,0.8113,0
spacy,mondial,1,mondiale,3,mondiale,1.0,Fierté,0.3333,1.585,0
spacy,montre,1,montre,3,montre,1.0,Dégoût,0.6667,0.9183,0
spacy,muslim,1,muslim,3,muslim,1.0,Colère,1.0,-0.0,0
spacy,mystérieux,1,mystérieux,3,mystérieux,1.0,Peur,0.6667,0.9183,0
spacy,mère,1,mère,3,mère,1.0,Colère,1.0,-0.0,0
spacy,maîtrise,1,maîtrise,3,maîtrise,1.0,Colère,0.3333,1.585,0
spacy,million,1,millions,3,millions,1.0,Joie,0.6667,0.9183,0
spacy,lancer,1,lancé,3,lancé,1.0,Colère,1.0,-0.0,0
spacy,lettre,1,lettre,3,lettre,1.0,Joie,1.0,-0.0,0
spacy,liberté,1,liberté,3,liberté,1.0,Joie,0.6667,0.9183,0
spacy,jolie,1,jolies,3,jolies,1.0,Colère,0.3333,1.585,0
spacy,insister,1,insiste,3,insiste,1.0,Colère,0.3333,1.585,0
spacy,interdir,1,interdire,3,interdire,1.0,Colère,1.0,-0.0,0
spacy,question,1,question,3,question,1.0,Colère,0.6667,0.9183,0
spacy,r,1,r,3,r,1.0,Colère,1.0,-0.0,0
spacy,raison,1,raison,3,raison,1.0,Fierté,1.0,-0.0,0
spacy,rare,1,rare,3,rare,1.0,Surprise,0.6667,0.9183,0
spacy,rat,1,rate,3,rate,1.0,Tristesse,0.5,1.5,0
spacy,imposer,1,imposer,3,imposer,1.0,Peur,0.3333,2.2516,0
spacy,joyeux,1,joyeux,3,joyeux,1.0,Joie,1.0,-0.0,0
spacy,impressionnant,1,impressionnante,3,impressionnante,1.0,Admiration,0.4286,1.4488,0
spacy,jeu,1,jeux,3,jeux,1.0,Joie,0.6667,0.9183,0
spacy,gronder,1,gronder,3,gronder,1.0,Colère,0.6,1.371,0
spacy,icône,1,icône,3,icône,1.0,Admiration,1.0,-0.0,0
spacy,hein,1,hein,3,hein,1.0,Surprise,0.6667,0.9183,0
spacy,inquiétante,1,inquiétantes,3,inquiétantes,1.0,Peur,1.0,-0.0,0
spacy,cadeal,1,cadeaux,3,cadeaux,1.0,Joie,1.0,-0.0,0
spacy,catastrophe,1,catastrophes,3,catastrophes,1.0,Peur,0.6,0.971,0
spacy,train,1,train,3,train,1.0,Embarras,0.3333,1.585,0
spacy,travers,1,travers,3,travers,1.0,Joie,0.6667,0.9183,0
spacy,habit,1,habits,3,habits,1.0,Colère,0.3333,1.585,0
spacy,harceler,1,harceler,3,harceler,1.0,Tristesse,0.6,1.371,1
spacy,relation,1,relations,3,relations,1.0,Colère,1.0,-0.0,0
spacy,revendique,1,revendique,3,revendique,1.0,Colère,1.0,-0.0,0
spacy,ri,1,ri,3,ri,1.0,Joie,1.0,-0.0,0
spacy,frappé,1,frappé,3,frappé,1.0,Peur,0.6667,0.9183,0
spacy,furieux,1,furieux,3,furieux,1.0,Colère,1.0,-0.0,0
spacy,graisse,1,graisse,3,graisse,1.0,Dégoût,0.6667,0.9183,0
spacy,facilement,1,facilement,3,facilement,1.0,Embarras,0.3333,1.585,0
spacy,fake,1,fake,3,fake,1.0,Colère,1.0,-0.0,0
spacy,faux,1,fausses,3,fausses,1.0,Colère,1.0,-0.0,0
spacy,feu,1,feu,3,feu,1.0,Colère,0.3333,1.585,0
spacy,fille,1,filles,3,filles,1.0,Surprise,0.4,1.5219,1
spacy,fière,1,fières,3,fières,1.0,Fierté,0.6667,0.9183,0
spacy,formidable,1,formidable,3,formidable,1.0,Admiration,1.0,-0.0,0
spacy,rigoler,1,rigolé,3,rigolé,1.0,Joie,1.0,-0.0,0
spacy,rond,1,ronds,3,ronds,1.0,Colère,0.75,0.8113,0
spacy,rupture,1,rupture,3,rupture,1.0,Peur,0.3333,1.585,0
spacy,récupérer,1,récupérer,3,récupérer,1.0,Fierté,0.3333,1.585,0
spacy,enthousiasmer,1,enthousiasme,3,enthousiasme,1.0,Joie,1.0,-0.0,0
spacy,emploi,1,emploi,3,emploi,1.0,Colère,0.3333,1.585,0
spacy,envie,1,envie,3,envie,1.0,Admiration,0.3333,1.585,0
spacy,euro,1,euros,3,euros,1.0,Joie,0.75,0.8113,0
spacy,excellent,1,excellent,3,excellent,1.0,Admiration,0.5,1.5,0
spacy,facile,1,facile,3,facile,1.0,Tristesse,0.6667,0.9183,0
spacy,enfuir,1,enfuir,3,enfuir,1.0,Peur,0.875,0.5436,0
spacy,enfin,1,enfin,3,enfin,1.0,Colère,0.3333,1.585,0
spacy,emporter,1,emporte,3,emporte,1.0,Colère,1.0,-0.0,0
spacy,cul,1,cul,3,cul,1.0,Colère,0.6667,0.9183,0
spacy,stage,1,stage,3,stage,1.0,Joie,0.5,1.5,0
spacy,décourage,1,décourage,3,décourage,1.0,Tristesse,0.6667,0.9183,0
spacy,réussite,1,réussite,3,réussite,1.0,Fierté,0.3333,1.585,0
spacy,révolter,1,révoltée,3,révoltée,1.0,Colère,0.75,1.0613,0
spacy,rêver,1,rêver,3,rêver,1.0,Joie,0.6667,0.9183,0
spacy,sacrer,1,sacré,3,sacré,1.0,Admiration,0.6667,0.9183,0
spacy,santé,1,santé,3,santé,1.0,Peur,0.6667,0.9183,0
spacy,disputer,1,disputent,3,disputent,1.0,Colère,1.0,-0.0,0
spacy,dégoût,1,dégoût,3,dégoût,1.0,Dégoût,0.6667,0.9183,0
spacy,dîner,1,dîner,3,dîner,1.0,Joie,1.0,-0.0,0
spacy,effet,1,effets,3,effets,1.0,Peur,1.0,-0.0,0
spacy,drame,1,drame,3,drame,1.0,Colère,0.3333,1.585,0
spacy,dommage,1,dommage,3,dommage,1.0,Tristesse,0.75,0.8113,0
spacy,drole,1,drole,3,drole,1.0,Joie,1.0,-0.0,0
spacy,droit,1,droit,3,droit,1.0,Colère,0.75,0.8113,0
spacy,corps,1,corps,3,corps,1.0,Dégoût,0.3333,1.585,0
spacy,cu,1,cu,3,cu,1.0,Dégoût,0.6667,0.9183,0
spacy,cri,1,cris,3,cris,1.0,Peur,0.5,1.5,1
spacy,demander,1,demander,3,demander,1.0,Colère,0.5,1.4591,0
spacy,discriminer,1,discriminer,3,discriminer,1.0,Colère,0.3333,1.585,0
spacy,sexuellement,1,sexuellement,3,sexuellement,1.0,Tristesse,0.6667,0.9183,0
spacy,sortir,1,sortir,3,sortir,1.0,Colère,0.5,1.5,0
spacy,sourir,1,sourire,3,sourire,1.0,Joie,0.6667,0.9183,0
spacy,crie,1,crie,3,crie,1.0,Colère,0.3333,1.585,0
spacy,stresser,1,stressé,3,stressé,1.0,Peur,1.0,-0.0,0
spacy,craignaient,1,craignaient,3,craignaient,1.0,Peur,1.0,-0.0,0
spacy,course,1,course,3,course,1.0,Fierté,0.3333,1.585,0
spacy,courir,1,courir,3,courir,1.0,Colère,0.3333,1.585,0
spacy,cour,1,cour,3,cour,1.0,Dégoût,0.3333,1.585,0
spacy,coupe,1,coupe,3,coupe,1.0,Joie,0.3333,1.585,0
spacy,couleur,1,couleurs,3,couleurs,1.0,Fierté,0.3333,1.585,0
spacy,vache,1,vache,3,vache,1.0,Dégoût,0.3333,1.585,0
spacy,viens,1,viens,3,viens,1.0,Joie,0.6667,0.9183,0
spacy,état,1,état,3,état,1.0,Colère,0.6667,0.9183,0
spacy,angoisser,1,angoissé,3,angoissé,1.0,Peur,0.8,0.7219,0
spacy,trois,1,trois,3,trois,1.0,Colère,0.3333,1.585,0
spacy,tribunal,1,tribunal,3,tribunal,1.0,Colère,0.3333,1.585,0
spacy,trésor,1,trésor,3,trésor,1.0,Fierté,0.6667,0.9183,0
spacy,succès,1,succès,3,succès,1.0,Joie,0.6667,0.9183,0
spacy,suicider,1,suicider,3,suicider,1.0,Tristesse,0.6667,0.9183,0
spacy,sympa,1,sympa,3,sympa,1.0,Joie,1.0,-0.0,0
spacy,combat,1,combats,3,combats,1.0,Peur,0.6667,0.9183,0
spacy,commettre,1,commettre,3,commettre,1.0,Colère,0.6667,0.9183,0
spacy,complètement,1,complètement,3,complètement,1.0,Colère,0.3333,1.585,0
spacy,condamné,1,condamné,3,condamné,1.0,Tristesse,0.5,1.5,1
spacy,consterner,1,consterné,3,consterné,1.0,Tristesse,0.6667,0.9183,0
spacy,conséquence,1,conséquences,3,conséquences,1.0,Peur,0.6667,0.9183,0
spacy,continuer,1,continue,3,continue,1.0,Colère,0.3333,1.9183,0
spacy,tellement,1,tellement,3,tellement,1.0,Admiration,0.3333,1.585,0
spacy,tempête,1,tempête,3,tempête,1.0,Peur,0.6667,0.9183,0
spacy,terrorisme,1,terrorisme,3,terrorisme,1.0,Peur,1.0,-0.0,0
spacy,tirer,1,tiré,3,tiré,1.0,Peur,0.75,0.8113,0
spacy,toit,1,toit,3,toit,1.0,Peur,0.6667,0.9183,0
spacy,torturer,1,torturés,3,torturés,1.0,Peur,0.5,1.5,0
spacy,champ,1,champs,3,champs,1.0,Colère,0.3333,1.585,0
spacy,chienne,1,chienne,3,chienne,1.0,Dégoût,0.6667,0.9183,0
spacy,chier,1,chier,3,chier,1.0,Colère,1.0,-0.0,0
spacy,chouette,1,chouette,3,chouette,1.0,Joie,1.0,-0.0,0
spacy,cible,1,cible,3,cible,1.0,Embarras,0.3333,1.585,0
spacy,coeur,1,coeur,3,coeur,1.0,Joie,0.3333,1.585,0
spacy,bonbon,1,bonbons,3,bonbons,1.0,Surprise,0.6667,0.9183,0
spacy,boum,1,boum,3,boum,1.0,Peur,0.6667,0.9183,0
spacy,bée,1,bée,3,bée,1.0,Admiration,0.3333,1.585,0
spacy,admiration,1,admiration,3,admiration,1.0,Admiration,1.0,-0.0,0
spacy,accident,1,accident,3,accident,1.0,Peur,0.75,0.8113,0
spacy,abri,1,abri,3,abri,1.0,Peur,1.0,-0.0,0
spacy,admirer,1,admirer,3,admirer,1.0,Admiration,1.0,-0.0,0
spacy,animal,1,animaux,3,animaux,1.0,Peur,0.75,0.8113,0
spacy,arabe,1,arabe,3,arabe,1.0,Dégoût,0.75,0.8113,0
spacy,arme,1,arme,3,arme,1.0,Peur,0.5,1.5,1
spacy,téléphone,1,téléphone,3,téléphone,1.0,Peur,0.6667,0.9183,0
spacy,bombardement,1,bombardements,3,bombardements,1.0,Peur,1.0,-0.0,0
spacy,banal,1,banal,3,banal,1.0,Surprise,1.0,-0.0,0
spacy,battr,1,battre,3,battre,1.0,Embarras,0.3333,1.585,1
spacy,beal,1,beaux,3,beaux,1.0,Joie,1.0,-0.0,0
spacy,blessé,1,blessés,3,blessés,1.0,Peur,0.6667,0.9183,0
spacy,baisser,1,baissant,3,baissant,1.0,Peur,0.5,1.5,0
spacy,aïe,1,aïe,3,aïe,1.0,Colère,0.3333,1.585,0
spacy,avouer,1,avouait,3,avouait,1.0,Culpabilité,0.5,1.0,0
spacy,évacuer,1,évacuer,3,évacuer,1.0,Peur,1.0,-0.0,0
spacy,arracher,1,arraché,3,arraché,1.0,Colère,0.3333,1.9183,0
spacy,ouvrir,1,ouvert,2,ouvert,1.0,Colère,0.3333,1.585,0
spacy,paniquer,1,paniqué,2,paniqué,1.0,Peur,0.6667,0.9183,0
spacy,entrer,1,entrez,2,entrez,1.0,Colère,0.4,1.5219,1
spacy,cadeau,1,cadeaux,2,cadeaux,1.0,Joie,1.0,-0.0,0
