backend,lemma,n_surface_forms,surface_forms,total_count,dominant_surface,dominant_surface_share,dominant_emotion,dominant_emotion_share,emotion_entropy,n_forms_with_different_emotion
stanza,parent,1,parents,5,parents,1.0,Joie,0.4,1.5219,0
stanza,photo,1,photos,5,photos,1.0,Colère,0.6667,0.9183,0
stanza,partir,1,partir,5,partir,1.0,Tristesse,0.5556,1.6577,0
stanza,mouvement,1,mouvement,5,mouvement,1.0,Colère,1.0,-0.0,0
stanza,moquer,1,moquer,5,moquer,1.0,Embarras,0.4444,2.0588,0
stanza,olympique,1,olympiques,5,olympiques,1.0,Joie,0.5714,0.9852,0
stanza,danse,1,danse,5,danse,1.0,Joie,1.0,-0.0,0
stanza,moment,1,moment,5,moment,1.0,Joie,0.7143,0.8631,0
stanza,maison,1,maison,5,maison,1.0,Peur,0.5714,1.3788,0
stanza,appeler,1,appelé,5,appelé,1.0,Colère,1.0,-0.0,0
stanza,applaudir,1,applaudi,5,applaudi,1.0,Admiration,0.5,1.0,0
stanza,méfiance,1,méfiance,5,méfiance,1.0,Peur,1.0,-0.0,0
stanza,immense,1,immense,5,immense,1.0,Peur,0.4,1.9219,0
stanza,lutte,1,lutte,5,lutte,1.0,Colère,1.0,-0.0,0
stanza,attaque,1,attaques,5,attaques,1.0,Peur,0.7143,1.1488,0
stanza,arreter,1,arrete,5,arrete,1.0,Colère,0.8333,0.65,0
stanza,langue,1,langue,5,langue,1.0,Colère,0.4,1.5219,0
stanza,julien,1,julien,5,julien,1.0,Colère,0.8,0.7219,0
stanza,harcèlement,1,harcèlement,5,harcèlement,1.0,Peur,0.6,1.371,0
stanza,chasser,1,chassés,5,chassés,1.0,Peur,0.5,1.4855,0
stanza,chien,1,chien,5,chien,1.0,Colère,0.4,1.5219,0
stanza,jalou,1,jaloux,5,jaloux,1.0,Jalousie,1.0,-0.0,0
stanza,pierre,1,pierre,5,pierre,1.0,Colère,1.0,-0.0,0
stanza,cadeau,1,cadeaux,5,cadeaux,1.0,Joie,1.0,-0.0,0
stanza,effrayer,1,effrayé,5,effrayé,1.0,Peur,1.0,-0.0,0
stanza,empêcher,1,empêcher,5,empêcher,1.0,Peur,0.375,1.9056,1
stanza,sexuel,1,sexuelles,5,sexuelles,1.0,Peur,0.5,1.4591,0
stanza,maltraiter,1,maltraités,5,maltraités,1.0,Tristesse,0.625,1.2988,0
stanza,vrai,1,vrai,5,vrai,1.0,Fierté,0.2857,2.2359,1
stanza,york,1,york,5,york,1.0,Joie,0.8,0.7219,0
stanza,continuer,1,continue,4,continue,1.0,Colère,0.4286,1.8424,0
stanza,idole,1,idole,4,idole,1.0,Admiration,1.0,-0.0,0
stanza,bouche,1,bouche,4,bouche,1.0,Admiration,0.25,2.0,0
stanza,revendication,1,revendications,4,revendications,1.0,Colère,1.0,-0.0,0
stanza,espionner,1,espionner,4,espionner,1.0,Colère,0.4,1.5219,0
stanza,exclamer,1,exclame,4,exclame,1.0,Joie,0.6,0.971,0
stanza,expulser,1,expulser,4,expulser,1.0,Colère,0.75,0.8113,0
stanza,seul,1,seul,4,seul,1.0,Tristesse,0.5,1.7925,1
stanza,eh,1,eh,4,eh,1.0,Surprise,0.75,0.8113,0
stanza,embêtant,1,embêtant,4,embêtant,1.0,Tristesse,1.0,-0.0,0
stanza,carrément,1,carrément,4,carrément,1.0,Colère,0.25,2.0,0
stanza,frustrant,1,frustrant,4,frustrant,1.0,Colère,0.5,1.0,0
stanza,rétorquer,1,rétorque,4,rétorque,1.0,Colère,0.6,0.971,0
stanza,gloire,1,gloire,4,gloire,1.0,Fierté,0.5,1.0,0
stanza,grogner,1,grogné,4,grogné,1.0,Colère,0.75,0.8113,0
stanza,râler,1,râler,4,râler,1.0,Colère,1.0,-0.0,0
stanza,emprisonner,1,emprisonné,4,emprisonné,1.0,Peur,0.5,1.0,0
stanza,angoisse,1,angoisse,4,angoisse,1.0,Peur,1.0,-0.0,0
stanza,tête,1,tête,4,tête,1.0,Peur,0.5,1.7925,1
stanza,comment,1,comment,4,comment,1.0,Colère,0.25,2.0,0
stanza,pauvreté,1,pauvreté,4,pauvreté,1.0,Peur,0.5,1.5,0
stanza,condamner,1,condamné,4,condamné,1.0,Colère,0.5,1.4591,0
stanza,condition,1,conditions,4,conditions,1.0,Colère,0.5,1.5,0
stanza,satisfaire,1,satisfaire,4,satisfaire,1.0,Joie,1.0,-0.0,0
stanza,heure,1,heure,4,heure,1.0,Joie,0.4,1.5219,0
stanza,homme,1,homme,4,homme,1.0,Colère,0.5,1.5,0
stanza,suivre,1,suivie,4,suivie,1.0,Admiration,0.2,2.3219,0
stanza,surtout,1,surtout,4,surtout,1.0,Colère,0.5,1.5,0
stanza,sécurité,1,sécurité,4,sécurité,1.0,Peur,1.0,-0.0,0
stanza,coupable,1,coupable,4,coupable,1.0,Culpabilité,0.75,0.8113,0
stanza,humiliation,1,humiliations,4,humiliations,1.0,Embarras,0.75,0.8113,0
stanza,humeur,1,humeur,4,humeur,1.0,Colère,0.5,1.0,0
stanza,rejeter,1,rejetés,4,rejetés,1.0,Tristesse,0.6667,1.2244,0
stanza,timidement,1,timidement,4,timidement,1.0,Embarras,0.5,1.0,0
stanza,ravi,1,ravi,4,ravi,1.0,Joie,1.0,-0.0,0
stanza,manifeste,1,manifeste,4,manifeste,1.0,Colère,1.0,-0.0,0
stanza,croisière,1,croisière,4,croisière,1.0,Joie,0.75,0.8113,0
stanza,crise,1,crise,4,crise,1.0,Peur,0.5,1.5,0
stanza,crasseux,1,crasseuse,4,crasseuse,1.0,Dégoût,0.6667,0.9183,0
stanza,menaçant,1,menaçante,4,menaçante,1.0,Peur,1.0,-0.0,0
stanza,encourager,1,encourager,4,encourager,1.0,Joie,0.8333,0.65,0
stanza,soeur,1,soeur,4,soeur,1.0,Colère,0.4,1.5219,1
stanza,important,1,important,4,important,1.0,Fierté,0.4,1.9219,0
stanza,lever,1,lève,4,lève,1.0,Colère,0.4,1.5219,0
stanza,juif,1,juive,4,juive,1.0,Colère,0.4286,1.8424,0
stanza,inédit,1,inédite,4,inédite,1.0,Surprise,1.0,-0.0,0
stanza,soleil,1,soleil,4,soleil,1.0,Tristesse,0.5,1.5,0
stanza,drole,1,drole,4,drole,1.0,Joie,0.75,0.8113,0
stanza,aucun,1,aucune,4,aucune,1.0,Colère,0.4,1.5219,0
stanza,importer,1,importe,4,importe,1.0,Colère,0.5,1.5,0
stanza,augmentation,1,augmentation,4,augmentation,1.0,Colère,0.75,0.8113,0
stanza,manger,1,manger,4,manger,1.0,Tristesse,0.4286,1.8424,1
stanza,longtemps,1,longtemps,4,longtemps,1.0,Fierté,0.25,2.0,0
stanza,malgré,1,malgré,4,malgré,1.0,Tristesse,0.75,0.8113,0
stanza,loin,1,loin,4,loin,1.0,Colère,0.5,1.5,0
stanza,mentir,1,mentir,4,mentir,1.0,Colère,1.0,-0.0,0
stanza,avancer,1,avance,4,avance,1.0,Dégoût,0.25,2.0,0
stanza,bah,1,bah,4,bah,1.0,Colère,1.0,-0.0,0
stanza,bloquant,1,bloquant,4,bloquant,1.0,Colère,1.0,-0.0,0
stanza,bille,1,billes,4,billes,1.0,Tristesse,0.5,1.5,0
stanza,polémique,1,polémique,4,polémique,1.0,Colère,1.0,-0.0,0
stanza,pk,1,pk,4,pk,1.0,Colère,1.0,-0.0,0
stanza,place,1,place,4,place,1.0,Colère,0.6,1.371,0
stanza,point,1,point,4,point,1.0,Surprise,0.5,1.0,0
stanza,danseuse,1,danseuse,4,danseuse,1.0,Joie,0.75,0.8113,0
stanza,dépression,1,dépression,4,dépression,1.0,Tristesse,1.0,-0.0,0
stanza,devenir,1,devenir,4,devenir,1.0,Joie,0.375,2.1556,0
stanza,deuxième,1,deuxième,4,deuxième,1.0,Fierté,0.5,1.0,0
stanza,deuil,1,deuil,4,deuil,1.0,Tristesse,1.0,-0.0,0
stanza,même,1,meme,4,meme,1.0,Colère,0.75,0.8113,0
stanza,choc,1,choc,4,choc,1.0,Surprise,0.5,1.5,0
stanza,prison,1,prison,4,prison,1.0,Peur,0.75,0.8113,0
stanza,négatif,1,négatives,4,négatives,1.0,Tristesse,0.6,0.971,1
stanza,eau,1,eau,4,eau,1.0,Peur,0.5,1.0,0
stanza,détresse,1,détresse,4,détresse,1.0,Peur,1.0,-0.0,0
stanza,cause,1,cause,4,cause,1.0,Joie,0.5,1.5,0
stanza,agréable,1,agréable,4,agréable,1.0,Joie,1.0,-0.0,0
stanza,champion,1,champion,4,champion,1.0,Fierté,0.5,1.4056,0
stanza,nouveau,2,"nouveau, nouvelle",4,nouveau,0.75,Joie,0.8,0.7219,0
stanza,nouvelle,1,nouvelle,4,nouvelle,1.0,Joie,0.8,0.7219,0
stanza,nobel,1,nobel,4,nobel,1.0,Fierté,0.5,1.0,0
stanza,nique,1,nique,4,nique,1.0,Colère,1.0,-0.0,0
stanza,cauchemar,1,cauchemar,4,cauchemar,1.0,Peur,0.8,0.7219,0
stanza,émotion,1,émotion,4,émotion,1.0,Joie,0.5,1.5,0
stanza,élire,1,élue,4,élue,1.0,Fierté,0.5,1.0,0
stanza,ami,1,amis,4,amis,1.0,Joie,0.6667,0.9183,0
stanza,étonnement,1,étonnement,4,étonnement,1.0,Surprise,1.0,-0.0,0
stanza,affrontement,1,affrontements,4,affrontements,1.0,Colère,1.0,-0.0,0
stanza,adorer,1,adore,3,adore,1.0,Joie,1.0,-0.0,0
stanza,affaire,1,affaires,3,affaires,1.0,Colère,0.6667,0.9183,0
stanza,agacer,1,agace,3,agace,1.0,Colère,1.0,-0.0,0
stanza,angoisser,1,angoissé,3,angoissé,1.0,Peur,0.75,0.8113,0
stanza,animal,1,animaux,3,animaux,1.0,Peur,0.75,0.8113,0
stanza,paix,1,paix,3,paix,1.0,Colère,0.6667,0.9183,0
stanza,vache,1,vache,3,vache,1.0,Dégoût,0.3333,1.585,0
stanza,admirer,1,admirer,3,admirer,1.0,Admiration,1.0,-0.0,0
stanza,pavé,1,pavé,3,pavé,1.0,Tristesse,0.6667,0.9183,0
stanza,penser,1,pensé,3,pensé,1.0,Colère,0.3,2.4464,1
stanza,persécution,1,persécutions,3,persécutions,1.0,Peur,0.6667,0.9183,0
stanza,original,1,originale,3,originale,1.0,Surprise,1.0,-0.0,0
stanza,ours,1,ours,3,ours,1.0,Peur,1.0,-0.0,0
stanza,partout,1,partout,3,partout,1.0,Fierté,0.3333,1.585,0
stanza,paniquer,1,paniqué,3,paniqué,1.0,Peur,0.75,0.8113,0
stanza,papa,1,papa,3,papa,1.0,Tristesse,0.6667,0.9183,0
stanza,paris,1,paris,3,paris,1.0,Joie,0.6667,0.9183,0
stanza,party,1,party,3,party,1.0,Joie,1.0,-0.0,0
stanza,partager,1,partager,3,partager,1.0,Colère,0.6667,0.9183,0
stanza,noël,1,noël,3,noël,1.0,Joie,1.0,-0.0,0
stanza,nom,1,nom,3,nom,1.0,Colère,0.3333,1.585,0
stanza,blessé,1,blessés,3,blessés,1.0,Peur,0.6,1.371,0
stanza,pur,1,pure,3,pure,1.0,Colère,0.6667,0.9183,0
stanza,ntm,1,ntm,3,ntm,1.0,Colère,1.0,-0.0,0
stanza,nuage,1,nuage,3,nuage,1.0,Joie,0.6667,0.9183,0
stanza,offrir,1,offert,3,offert,1.0,Joie,1.0,-0.0,0
stanza,plaire,1,plaît,3,plaît,1.0,Joie,0.7143,0.8631,1
stanza,pollution,1,pollution,3,pollution,1.0,Peur,0.6667,0.9183,0
stanza,pordre,1,perdrait,3,perdrait,1.0,Tristesse,0.6667,0.9183,0
stanza,mondial,1,mondiale,3,mondiale,1.0,Fierté,0.3333,1.585,0
stanza,muslim,1,muslim,3,muslim,1.0,Colère,1.0,-0.0,0
stanza,mystérieux,1,mystérieux,3,mystérieux,1.0,Peur,0.6667,0.9183,0
stanza,mère,1,mère,3,mère,1.0,Colère,1.0,-0.0,0
stanza,national,1,national,3,national,1.0,Fierté,0.6667,0.9183,0
stanza,méfier,1,méfier,3,méfier,1.0,Peur,1.0,-0.0,0
stanza,précipiter,1,précipite,3,précipite,1.0,Joie,0.6667,0.9183,0
stanza,préoccupation,1,préoccupations,3,préoccupations,1.0,Tristesse,0.75,0.8113,0
stanza,minable,1,minable,3,minable,1.0,Culpabilité,0.3333,1.585,0
stanza,aïe,1,aïe,3,aïe,1.0,Colère,0.3333,1.585,0
stanza,putain,1,putain,3,putain,1.0,Colère,1.0,-0.0,0
stanza,pyjama,1,pyjama,3,pyjama,1.0,Joie,1.0,-0.0,0
stanza,pénible,1,pénible,3,pénible,1.0,Tristesse,1.0,-0.0,0
stanza,question,1,question,3,question,1.0,Colère,0.6667,0.9183,0
stanza,r,1,r,3,r,1.0,Colère,1.0,-0.0,0
stanza,avouer,1,avouait,3,avouait,1.0,Culpabilité,0.5,1.0,0
stanza,misère,1,misère,3,misère,1.0,Tristesse,1.0,-0.0,0
stanza,million,1,millions,3,millions,1.0,Joie,0.6667,0.9183,0
stanza,baisser,1,baissant,3,baissant,1.0,Peur,0.5,1.5,0
stanza,banal,1,banal,3,banal,1.0,Surprise,1.0,-0.0,0
stanza,raison,1,raison,3,raison,1.0,Fierté,1.0,-0.0,0
stanza,magique,1,magique,3,magique,1.0,Surprise,1.0,-0.0,0
stanza,légende,1,légende,3,légende,1.0,Admiration,0.6667,0.9183,0
stanza,mobiliser,1,mobilisent,3,mobilisent,1.0,Colère,0.8,0.7219,0
stanza,cu,1,cu,3,cu,1.0,Dégoût,0.6667,0.9183,0
stanza,cul,1,cul,3,cul,1.0,Colère,0.6667,0.9183,0
stanza,emploi,1,emploi,3,emploi,1.0,Colère,0.3333,1.585,0
stanza,emporter,1,emporte,3,emporte,1.0,Colère,1.0,-0.0,0
stanza,rater,1,rate,3,rate,1.0,Tristesse,0.5,1.5,0
stanza,rare,1,rare,3,rare,1.0,Surprise,0.6667,0.9183,0
stanza,arabe,1,arabe,3,arabe,1.0,Dégoût,0.75,0.8113,0
stanza,arme,1,arme,3,arme,1.0,Peur,0.5,1.5,1
stanza,joyeux,1,joyeux,3,joyeux,1.0,Joie,1.0,-0.0,0
stanza,arracher,1,arraché,3,arraché,1.0,Colère,0.3333,1.9183,0
stanza,jeu,1,jeux,3,jeux,1.0,Joie,0.6667,0.9183,0
stanza,joli,1,jolies,3,jolies,1.0,Joie,0.5,1.5,1
stanza,lettre,1,lettre,3,lettre,1.0,Joie,1.0,-0.0,0
stanza,lancer,1,lancé,3,lancé,1.0,Colère,0.6,1.371,0
stanza,liberté,1,liberté,3,liberté,1.0,Joie,0.6667,0.9183,0
stanza,inquiétant,1,inquiétantes,3,inquiétantes,1.0,Peur,1.0,-0.0,0
stanza,bombardement,1,bombardements,3,bombardements,1.0,Peur,1.0,-0.0,0
stanza,insister,1,insiste,3,insiste,1.0,Colère,0.3333,1.585,0
stanza,interdire,1,interdire,3,interdire,1.0,Colère,0.7143,1.1488,0
stanza,hein,1,hein,3,hein,1.0,Surprise,0.6667,0.9183,0
stanza,icône,1,icône,3,icône,1.0,Admiration,1.0,-0.0,0
stanza,redouter,1,redoutent,3,redoutent,1.0,Peur,1.0,-0.0,0
stanza,relation,1,relations,3,relations,1.0,Colère,1.0,-0.0,0
stanza,revendiquer,1,revendique,3,revendique,1.0,Colère,0.8333,0.65,0
stanza,casse,1,casse,3,casse,1.0,Colère,0.6667,0.9183,0
stanza,bonbon,1,bonbons,3,bonbons,1.0,Surprise,0.6667,0.9183,0
stanza,boum,1,boum,3,boum,1.0,Peur,0.6667,0.9183,0
stanza,bé,1,bée,3,bée,1.0,Admiration,0.3333,1.585,0
stanza,furieux,1,furieux,3,furieux,1.0,Colère,1.0,-0.0,0
stanza,catastrophe,1,catastrophes,3,catastrophes,1.0,Peur,0.6,0.971,0
stanza,graisse,1,graisse,3,graisse,1.0,Dégoût,0.6667,0.9183,0
stanza,gronder,1,gronder,3,gronder,1.0,Colère,0.5,1.5,0
stanza,réussite,1,réussite,3,réussite,1.0,Fierté,0.3333,1.585,0
stanza,habit,1,habits,3,habits,1.0,Colère,0.3333,1.585,0
stanza,ri,1,ri,3,ri,1.0,Joie,1.0,-0.0,0
stanza,riant,1,riant,3,riant,1.0,Joie,1.0,-0.0,0
stanza,rigoler,1,rigolé,3,rigolé,1.0,Joie,1.0,-0.0,0
stanza,rupture,1,rupture,3,rupture,1.0,Peur,0.3333,1.585,0
stanza,récupérer,1,récupérer,3,récupérer,1.0,Fierté,0.3333,1.585,0
stanza,réduire,1,réduites,3,réduites,1.0,Tristesse,0.5,1.4591,1
stanza,fake,1,fake,3,fake,1.0,Colère,1.0,-0.0,0
stanza,faux,1,fausses,3,fausses,1.0,Colère,1.0,-0.0,0
stanza,fermer,1,ferme,3,ferme,1.0,Colère,0.5714,0.9852,0
stanza,feu,1,feu,3,feu,1.0,Colère,0.25,2.0,0
stanza,fille,1,filles,3,filles,1.0,Surprise,0.4,1.5219,1
stanza,formidable,1,formidable,3,formidable,1.0,Admiration,1.0,-0.0,0
stanza,foutrer,1,foutre,3,foutre,1.0,Colère,0.6667,0.9183,0
stanza,frapper,1,frappé,3,frappé,1.0,Peur,0.8333,0.65,0
stanza,excellent,1,excellent,3,excellent,1.0,Admiration,0.5,1.5,0
stanza,révolter,1,révoltée,3,révoltée,1.0,Colère,0.7143,1.1488,0
stanza,rêver,1,rêver,3,rêver,1.0,Joie,0.6,1.371,0
stanza,santé,1,santé,3,santé,1.0,Peur,0.6667,0.9183,0
stanza,sexuellement,1,sexuellement,3,sexuellement,1.0,Tristesse,0.6667,0.9183,0
stanza,servir,1,sert,3,sert,1.0,Colère,0.625,1.2988,0
stanza,enfuir,1,enfuir,3,enfuir,1.0,Peur,0.8889,0.5033,0
stanza,ensemble,1,ensemble,3,ensemble,1.0,Joie,0.6667,0.9183,0
stanza,fabuleux,1,fabuleux,3,fabuleux,1.0,Admiration,0.3333,1.585,0
stanza,entrer,1,entrez,3,entrez,1.0,Joie,0.5,1.4591,0
stanza,envie,1,envie,3,envie,1.0,Admiration,0.3333,1.585,0
stanza,euro,1,euros,3,euros,1.0,Joie,0.75,0.8113,0
stanza,facile,1,facile,3,facile,1.0,Tristesse,0.6667,0.9183,0
stanza,excuse,1,excuses,3,excuses,1.0,Culpabilité,0.6667,0.9183,0
stanza,effet,1,effets,3,effets,1.0,Peur,1.0,-0.0,0
stanza,facilement,1,facilement,3,facilement,1.0,Embarras,0.3333,1.585,0
stanza,énerver,1,énerve,3,énerve,1.0,Colère,1.0,-0.0,0
stanza,état,1,état,3,état,1.0,Colère,0.75,0.8113,0
stanza,terrorisme,1,terrorisme,3,terrorisme,1.0,Peur,1.0,-0.0,0
stanza,tirer,1,tiré,3,tiré,1.0,Joie,0.5,1.0,1
stanza,enfin,1,enfin,3,enfin,1.0,Colère,0.3333,1.585,0
stanza,sortir,1,sortir,3,sortir,1.0,Colère,0.5,1.5,0
stanza,souriant,1,souriant,3,souriant,1.0,Joie,1.0,-0.0,0
stanza,stage,1,stage,3,stage,1.0,Joie,0.5,1.5,0
stanza,stresser,1,stressé,3,stressé,1.0,Peur,1.0,-0.0,0
stanza,succès,1,succès,3,succès,1.0,Joie,0.6667,0.9183,0
stanza,droit,1,droit,3,droit,1.0,Colère,0.75,0.8113,0
stanza,décourager,1,décourage,3,décourage,1.0,Tristesse,0.75,0.8113,0
stanza,dégoût,1,dégoût,3,dégoût,1.0,Dégoût,0.6667,0.9183,0
stanza,désolé,1,désolée,3,désolée,1.0,Embarras,0.75,0.8113,0
stanza,dîner,1,dîner,3,dîner,1.0,Joie,1.0,-0.0,0
stanza,drame,1,drame,3,drame,1.0,Colère,0.3333,1.585,0
stanza,champ,1,champs,3,champs,1.0,Colère,0.3333,1.585,0
stanza,chienne,1,chienne,3,chienne,1.0,Dégoût,0.6667,0.9183,0
stanza,chier,1,chier,3,chier,1.0,Colère,1.0,-0.0,0
stanza,chouette,1,chouette,3,chouette,1.0,Joie,1.0,-0.0,0
stanza,discriminer,1,discriminer,3,discriminer,1.0,Colère,0.3333,1.585,0
stanza,disputer,1,disputent,3,disputent,1.0,Colère,1.0,-0.0,0
stanza,dommage,1,dommage,3,dommage,1.0,Tristesse,0.75,0.8113,0
stanza,suicider,1,suicider,3,suicider,1.0,Tristesse,0.6667,0.9183,0
stanza,sympa,1,sympa,3,sympa,1.0,Joie,1.0,-0.0,0
stanza,tellement,1,tellement,3,tellement,1.0,Admiration,0.3333,1.585,0
stanza,tempête,1,tempête,3,tempête,1.0,Peur,0.6667,0.9183,0
stanza,cour,1,cour,3,cour,1.0,Dégoût,0.3333,1.585,0
stanza,courir,1,courir,3,courir,1.0,Colère,0.25,2.0,0
stanza,course,1,course,3,course,1.0,Fierté,0.3333,1.585,0
stanza,crasseuse,1,crasseuse,3,crasseuse,1.0,Dégoût,0.6667,0.9183,0
stanza,cri,1,cris,3,cris,1.0,Peur,0.5,1.5,1
stanza,téléphone,1,téléphone,3,téléphone,1.0,Peur,0.6667,0.9183,0
stanza,alarme,1,alarme,3,alarme,1.0,Peur,0.6667,0.9183,0
stanza,cible,1,cible,3,cible,1.0,Embarras,0.3333,1.585,0
stanza,coeur,1,coeur,3,coeur,1.0,Joie,0.3333,1.585,0
stanza,toit,1,toit,3,toit,1.0,Peur,0.6667,0.9183,0
stanza,torturer,1,torturés,3,torturés,1.0,Peur,0.5,1.5,0
stanza,train,1,train,3,train,1.0,Embarras,0.3333,1.585,0
stanza,travers,1,travers,3,travers,1.0,Joie,0.6667,0.9183,0
stanza,tribunal,1,tribunal,3,tribunal,1.0,Colère,0.3333,1.585,0
stanza,complètement,1,complètement,3,complètement,1.0,Colère,0.3333,1.585,0
stanza,consterner,1,consterné,3,consterné,1.0,Tristesse,0.6667,0.9183,0
stanza,conséquence,1,conséquences,3,conséquences,1.0,Peur,0.6667,0.9183,0
stanza,corps,1,corps,3,corps,1.0,Dégoût,0.3333,1.585,0
stanza,couleur,1,couleurs,3,couleurs,1.0,Fierté,0.3333,1.585,0
stanza,échec,1,échec,3,échec,1.0,Tristesse,0.6667,0.9183,0
stanza,émouer,1,émue,3,émue,1.0,Joie,0.6667,0.9183,0
stanza,admiration,1,admiration,3,admiration,1.0,Admiration,1.0,-0.0,0
stanza,évacuer,1,évacuer,3,évacuer,1.0,Peur,1.0,-0.0,0
stanza,alerte,1,alerte,3,alerte,1.0,Peur,1.0,-0.0,0
stanza,abri,1,abri,3,abri,1.0,Peur,1.0,-0.0,0
stanza,combat,1,combats,3,combats,1.0,Peur,0.6667,0.9183,0
stanza,commettre,1,commettre,3,commettre,1.0,Colère,0.6667,0.9183,0
stanza,trois,1,trois,3,trois,1.0,Colère,0.3333,1.585,0
stanza,trésor,1,trésor,3,trésor,1.0,Fierté,0.6667,0.9183,0
stanza,accident,1,accident,3,accident,1.0,Peur,0.75,0.8113,0
stanza,raconter,1,raconte,2,raconte,1.0,Colère,0.6667,0.9183,0
stanza,ouvrir,1,ouvert,2,ouvert,1.0,Colère,0.3333,1.585,0
stanza,montrer,1,montre,2,montre,1.0,Fierté,0.4,1.9219,1
stanza,être,1,etes,2,etes,1.0,Colère,1.0,-0.0,0
stanza,réveiller,1,réveille,2,réveille,1.0,Colère,0.5,1.4591,0
stanza,aider,1,aide,1,aide,1.0,Joie,0.75,0.8113,1
stanza,marier,1,mariés,1,mariés,1.0,Joie,0.6,1.371,1
