marker_value,marker_type,Comportementale,Designee,Montree,Suggeree,total_count,P(Comportementale),P(Designee),P(Montree),P(Suggeree),entropy,normalized_entropy
par,lemma,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.5,0.5,1.0,0.5
croyais,word,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.5,0.5,1.0,0.5
porc,word,0.0,0.0,5.0,4.0,9.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.9910760598382222,0.4955380299191111
porc,lemma,0.0,0.0,5.0,4.0,9.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.9910760598382222,0.4955380299191111
même,word,1.0,1.0,7.0,0.0,9.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.9864267287308425,0.49321336436542124
même,lemma,1.0,1.0,7.0,0.0,9.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.9864267287308425,0.49321336436542124
tas,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
plat,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
jamais,word,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
jamais,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
tai,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
graisse,word,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
vérité,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
graisse,lemma,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
vérité,word,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
tas,word,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.49261406801712576
faire,word,9.0,0.0,26.0,1.0,36.0,0.25,0.0,0.7222222222222222,0.027777777777777776,0.9826817324242788,0.4913408662121394
t,word,3.0,6.0,31.0,0.0,40.0,0.075,0.15,0.775,0.0,0.9758093916752739,0.48790469583763696
être,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
amusant,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
lesbiennes,word,0.0,2.0,3.0,0.0,5.0,0.0,0.4,0.6,0.0,0.9709505944546686,0.4854752972273343
vivre,word,2.0,0.0,3.0,0.0,5.0,0.4,0.0,0.6,0.0,0.9709505944546686,0.4854752972273343
question,lemma,0.0,2.0,0.0,3.0,5.0,0.0,0.4,0.0,0.6,0.9709505944546686,0.4854752972273343
lesbien,lemma,0.0,2.0,3.0,0.0,5.0,0.0,0.4,0.6,0.0,0.9709505944546686,0.4854752972273343
manche,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
t'inquiète,word,0.0,3.0,0.0,2.0,5.0,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
josiane,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
josiane,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
inquiet,lemma,0.0,3.0,0.0,2.0,5.0,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
drole,lemma,0.0,3.0,2.0,0.0,5.0,0.0,0.6,0.4,0.0,0.9709505944546686,0.4854752972273343
amusant,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
etre,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
question,word,0.0,2.0,0.0,3.0,5.0,0.0,0.4,0.0,0.6,0.9709505944546686,0.4854752972273343
r,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
par,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
degouter,word,0.0,3.0,2.0,0.0,5.0,0.0,0.6,0.4,0.0,0.9709505944546686,0.4854752972273343
drôle,lemma,0.0,3.0,0.0,2.0,5.0,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
manche,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
loin,lemma,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
loin,word,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
classe,word,2.0,0.0,3.0,0.0,5.0,0.4,0.0,0.6,0.0,0.9709505944546686,0.4854752972273343
crasseux,lemma,2.0,0.0,3.0,0.0,5.0,0.4,0.0,0.6,0.0,0.9709505944546686,0.4854752972273343
classe,lemma,2.0,0.0,3.0,0.0,5.0,0.4,0.0,0.6,0.0,0.9709505944546686,0.4854752972273343
cons,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
etre,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
arriver,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
venir,lemma,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
drôle,word,0.0,3.0,0.0,2.0,5.0,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
dises,word,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
arabe,word,2.0,0.0,3.0,0.0,5.0,0.4,0.0,0.6,0.0,0.9709505944546686,0.4854752972273343
arrêter,word,0.0,0.0,8.0,5.0,13.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.9612366047228759,0.48061830236143793
t,lemma,3.0,6.0,32.0,0.0,41.0,0.07317073170731707,0.14634146341463414,0.7804878048780488,0.0,0.9608529190939274,0.4804264595469637
julien,lemma,2.0,1.0,18.0,1.0,22.0,0.09090909090909091,0.045454545454545456,0.8181818181818182,0.045454545454545456,0.9567657083663145,0.47838285418315724
julien,word,2.0,1.0,18.0,1.0,22.0,0.09090909090909091,0.045454545454545456,0.8181818181818182,0.045454545454545456,0.9567657083663145,0.47838285418315724
assumer,lemma,0.0,3.0,5.0,0.0,8.0,0.0,0.375,0.625,0.0,0.954434002924965,0.4772170014624825
jte,lemma,0.0,0.0,5.0,3.0,8.0,0.0,0.0,0.625,0.375,0.954434002924965,0.4772170014624825
jte,word,0.0,0.0,5.0,3.0,8.0,0.0,0.0,0.625,0.375,0.954434002924965,0.4772170014624825
grave,word,0.0,3.0,5.0,0.0,8.0,0.0,0.375,0.625,0.0,0.954434002924965,0.4772170014624825
degouter,lemma,0.0,5.0,3.0,0.0,8.0,0.0,0.625,0.375,0.0,0.954434002924965,0.4772170014624825
taire,lemma,0.0,3.0,23.0,3.0,29.0,0.0,0.10344827586206896,0.7931034482758621,0.10344827586206896,0.9424051332779779,0.47120256663898896
suis,word,1.0,1.0,8.0,0.0,10.0,0.1,0.1,0.8,0.0,0.9219280948873623,0.46096404744368114
voit,word,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.9182958340544896,0.4591479170272448
voile,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
avis,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
voile,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
vivre,lemma,2.0,0.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
putain,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
personne,lemma,0.0,0.0,6.0,3.0,9.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
drole,word,0.0,4.0,2.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.9182958340544896,0.4591479170272448
putain,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
fai,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
cu,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
dejer,lemma,2.0,0.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
sais,word,0.0,2.0,4.0,0.0,6.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
oe,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
cu,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
change,word,2.0,0.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
change,lemma,2.0,0.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
montre,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
assume,word,0.0,2.0,4.0,0.0,6.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.9182958340544896,0.4591479170272448
mdr,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
mdr,word,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
montre,lemma,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.4591479170272448
votre,lemma,0.0,2.0,20.0,3.0,25.0,0.0,0.08,0.8,0.12,0.916118213778296,0.458059106889148
tes,word,2.0,1.0,12.0,0.0,15.0,0.13333333333333333,0.06666666666666667,0.8,0.0,0.9055872616982603,0.45279363084913016
gros,lemma,0.0,2.0,44.0,10.0,56.0,0.0,0.03571428571428571,0.7857142857142857,0.17857142857142858,0.8888857761841272,0.4444428880920636
t'as,word,2.0,0.0,13.0,1.0,16.0,0.125,0.0,0.8125,0.0625,0.8683927290103626,0.4341963645051813
parler,word,1.0,0.0,9.0,1.0,11.0,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.8658566174572235,0.43292830872861177
gueule,word,1.0,1.0,9.0,0.0,11.0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0,0.8658566174572235,0.43292830872861177
mtn,lemma,2.0,0.0,5.0,0.0,7.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.863120568566631,0.4315602842833155
insulte,lemma,5.0,2.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.863120568566631,0.4315602842833155
ma,word,0.0,0.0,5.0,2.0,7.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.863120568566631,0.4315602842833155
mtn,word,2.0,0.0,5.0,0.0,7.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.863120568566631,0.4315602842833155
fais,word,0.0,0.0,5.0,2.0,7.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.863120568566631,0.4315602842833155
personne,word,0.0,0.0,8.0,3.0,11.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.8453509366224364,0.4226754683112182
grave,lemma,0.0,3.0,8.0,0.0,11.0,0.0,0.2727272727272727,0.7272727272727273,0.0,0.8453509366224364,0.4226754683112182
pd,word,0.0,0.0,8.0,3.0,11.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.8453509366224364,0.4226754683112182
pd,lemma,0.0,0.0,8.0,3.0,11.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.8453509366224364,0.4226754683112182
parle,lemma,3.0,0.0,8.0,0.0,11.0,0.2727272727272727,0.0,0.7272727272727273,0.0,0.8453509366224364,0.4226754683112182
veux,word,2.0,0.0,6.0,0.0,8.0,0.25,0.0,0.75,0.0,0.8112781244591328,0.4056390622295664
crasseuse,lemma,0.0,2.0,6.0,0.0,8.0,0.0,0.25,0.75,0.0,0.8112781244591328,0.4056390622295664
v,lemma,0.0,0.0,10.0,3.0,13.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.7793498372920851,0.38967491864604253
crasseuse,word,0.0,2.0,7.0,0.0,9.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.7642045065086203,0.38210225325431013
t'es,word,0.0,0.0,14.0,4.0,18.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.7642045065086203,0.38210225325431013
-,punctuation,2.0,0.0,7.0,0.0,9.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.7642045065086203,0.38210225325431013
casse,word,0.0,0.0,7.0,2.0,9.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.7642045065086203,0.38210225325431013
!,punctuation,0.0,0.0,25.0,7.0,32.0,0.0,0.0,0.78125,0.21875,0.7578784625383954,0.3789392312691977
parle,word,3.0,0.0,11.0,0.0,14.0,0.21428571428571427,0.0,0.7857142857142857,0.0,0.74959525725948,0.37479762862974
pote,lemma,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.2,0.8,0.7219280948873623,0.36096404744368116
insulter,lemma,4.0,0.0,1.0,0.0,5.0,0.8,0.0,0.2,0.0,0.7219280948873623,0.36096404744368116
mettre,lemma,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
juive,word,0.0,0.0,8.0,2.0,10.0,0.0,0.0,0.8,0.2,0.7219280948873623,0.36096404744368116
oe,lemma,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.8,0.2,0.7219280948873623,0.36096404744368116
sai,lemma,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
vu,word,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
penser,lemma,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
es,word,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.8,0.2,0.7219280948873623,0.36096404744368116
plus,word,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
plus,lemma,0.0,1.0,4.0,0.0,5.0,0.0,0.2,0.8,0.0,0.7219280948873623,0.36096404744368116
parler,lemma,1.0,0.0,13.0,1.0,15.0,0.06666666666666667,0.0,0.8666666666666667,0.06666666666666667,0.6998428398862386,0.3499214199431193
du,word,0.0,0.0,9.0,2.0,11.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.6840384356390417,0.3420192178195208
sur,word,0.0,0.0,10.0,2.0,12.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.6500224216483541,0.32501121082417705
blagu,lemma,1.0,0.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.6500224216483541,0.32501121082417705
mère,word,1.0,0.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.6500224216483541,0.32501121082417705
mère,lemma,1.0,0.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.6500224216483541,0.32501121082417705
avez,word,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.6500224216483541,0.32501121082417705
sur,lemma,0.0,0.0,10.0,2.0,12.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.6500224216483541,0.32501121082417705
con,lemma,0.0,0.0,11.0,2.0,13.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.6193821946787638,0.3096910973393819
blague,word,1.0,0.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.5916727785823275,0.29583638929116374
leur,word,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.29583638929116374
theo,word,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.29583638929116374
nique,word,1.0,0.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.5916727785823275,0.29583638929116374
niqu,lemma,1.0,0.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.5916727785823275,0.29583638929116374
ferme,lemma,1.0,0.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.5916727785823275,0.29583638929116374
ferme,word,1.0,0.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.5916727785823275,0.29583638929116374
theo,lemma,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.29583638929116374
ftg,lemma,0.0,2.0,13.0,0.0,15.0,0.0,0.13333333333333333,0.8666666666666667,0.0,0.5665095065529053,0.28325475327645266
ftg,word,0.0,2.0,13.0,0.0,15.0,0.0,0.13333333333333333,0.8666666666666667,0.0,0.5665095065529053,0.28325475327645266
teresa,word,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.875,0.125,0.5435644431995964,0.2717822215997982
tereser,lemma,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.875,0.125,0.5435644431995964,0.2717822215997982
muslim,lemma,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.875,0.125,0.5435644431995964,0.2717822215997982
as,lemma,2.0,0.0,14.0,0.0,16.0,0.125,0.0,0.875,0.0,0.5435644431995964,0.2717822215997982
muslim,word,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.875,0.125,0.5435644431995964,0.2717822215997982
part,word,1.0,0.0,8.0,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.5032583347756457,0.25162916738782287
pierre,word,2.0,0.0,16.0,0.0,18.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.5032583347756457,0.25162916738782287
part,lemma,1.0,0.0,8.0,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.5032583347756457,0.25162916738782287
frere,lemma,1.0,0.0,8.0,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.5032583347756457,0.25162916738782287
pierre,lemma,2.0,0.0,16.0,0.0,18.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.5032583347756457,0.25162916738782287
frere,word,1.0,0.0,9.0,0.0,10.0,0.1,0.0,0.9,0.0,0.4689955935892812,0.2344977967946406
au,word,0.0,1.0,12.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.39124356362925566,0.19562178181462783
au,lemma,0.0,1.0,12.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.39124356362925566,0.19562178181462783
tg,lemma,0.0,0.0,24.0,1.0,25.0,0.0,0.0,0.96,0.04,0.24229218908241482,0.12114609454120741
tg,word,0.0,0.0,24.0,1.0,25.0,0.0,0.0,0.96,0.04,0.24229218908241482,0.12114609454120741
vos,word,0.0,0.0,14.0,0.0,14.0,0.0,0.0,1.0,0.0,-0.0,-0.0
pire,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
pire,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
pute,word,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,-0.0,-0.0
pute,lemma,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,-0.0,-0.0
ete,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
cousine,word,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
couille,lemma,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
couilles,word,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
cousin,lemma,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
con,word,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,-0.0,-0.0
sale,word,0.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,-0.0,-0.0
sale,lemma,0.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,-0.0,-0.0
dans,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
etes,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
dans,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
peu,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
gueul,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
grosse,word,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,-0.0,-0.0
sou,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
stop,lemma,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,-0.0,-0.0
stop,word,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,-0.0,-0.0
chien,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
chien,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
gouine,lemma,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
gouine,word,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,-0.0,-0.0
sous,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
merd,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
merde,word,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,-0.0,-0.0
merde,lemma,0.0,0.0,14.0,0.0,14.0,0.0,0.0,1.0,0.0,-0.0,-0.0
mere,word,0.0,0.0,18.0,0.0,18.0,0.0,0.0,1.0,0.0,-0.0,-0.0
mere,lemma,0.0,0.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0,-0.0,-0.0
j,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
j,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
jaloux,word,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,-0.0,-0.0
jaloux,lemma,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,-0.0,-0.0
jour,lemma,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
jour,word,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,-0.0,-0.0
